These locations are the result of a completely automated process.
As a result, they are completely unreviewed. Use at your own risk.
Each epicenter represents 5 minutes and the time stamp reflects the
beginning of that time window. See the following for detection/location
details and method referencing:
Wech, A.G., and K.C. Creager (2008), Automatic detection and location
of Cascadia tremor, Geophys. Res. Lett., 35, L20302.

Catalog referencing:
Wech, A.G. (2010), Interactive Tremor Monitoring, Seis. Res. Lett., 81:4, p. 664-669.

Heart,
Aaron Wech

yyyy-mm-dd HH:MM:SS	Lat		Lon	Region

2014-11-26 22:30:00	47.590	-123.260	NW
2014-11-26 20:40:00	47.780	-122.980	NW
2014-11-26 20:35:00	47.620	-123.190	NW
2014-11-26 19:25:00	47.880	-123.230	NW
2014-11-26 16:52:30	47.760	-123.280	NW
2014-11-26 16:50:00	47.730	-123.240	NW
2014-11-26 16:27:30	47.710	-123.140	NW
2014-11-26 16:10:00	47.650	-123.200	NW
2014-11-26 15:57:30	48.690	-124.080	VI
2014-11-26 15:57:30	47.540	-123.330	NW
2014-11-26 15:55:00	48.690	-124.070	VI
2014-11-26 15:45:00	47.475	-123.280	NW
2014-11-26 15:37:30	48.690	-124.100	VI
2014-11-26 15:35:00	48.680	-124.070	VI
2014-11-26 15:32:30	47.610	-123.300	NW
2014-11-26 15:30:00	47.500	-123.270	NW
2014-11-26 15:27:30	47.625	-123.285	NW
2014-11-26 15:25:00	48.670	-124.070	VI
2014-11-26 15:22:30	48.660	-124.095	VI
2014-11-26 15:20:00	47.695	-123.310	NW
2014-11-26 15:15:00	47.860	-123.375	NW
2014-11-26 15:10:00	47.600	-123.040	NW
2014-11-26 14:57:30	47.680	-123.215	NW
2014-11-26 14:47:30	48.590	-124.135	VI
2014-11-26 14:45:00	48.620	-124.140	VI
2014-11-26 14:35:00	47.910	-123.400	NW
2014-11-26 14:32:30	47.710	-123.210	NW
2014-11-26 14:07:30	47.600	-123.100	NW
2014-11-26 14:05:00	47.590	-123.130	NW
2014-11-26 13:32:30	47.720	-123.400	NW
2014-11-26 13:30:00	47.690	-123.220	NW
2014-11-26 12:57:30	47.600	-123.355	NW
2014-11-26 12:55:00	47.510	-123.310	NW
2014-11-26 12:52:30	47.795	-123.355	NW
2014-11-26 12:47:30	47.720	-123.360	NW
2014-11-26 12:45:00	47.710	-123.340	NW
2014-11-26 12:42:30	47.610	-123.310	NW
2014-11-26 12:40:00	47.520	-123.275	NW
2014-11-26 11:57:30	47.680	-123.280	NW
2014-11-26 11:00:00	47.510	-123.260	NW
2014-11-26 08:32:30	47.720	-123.530	NW
2014-11-26 08:30:00	47.700	-123.490	NW
2014-11-26 08:17:30	47.730	-123.190	NW
2014-11-26 06:45:00	47.700	-123.020	NW
2014-11-26 06:42:30	47.710	-123.050	NW
2014-11-26 06:17:30	47.820	-123.240	NW
2014-11-26 06:05:00	47.575	-123.310	NW
2014-11-26 05:40:00	47.530	-123.210	NW
2014-11-26 05:37:30	47.730	-123.220	NW
2014-11-26 05:25:00	47.800	-123.310	NW
2014-11-26 05:22:30	47.800	-122.970	NW
2014-11-26 05:20:00	47.780	-122.990	NW
2014-11-26 05:17:30	48.680	-124.080	VI
2014-11-26 05:00:00	47.810	-123.400	NW
2014-11-26 04:57:30	47.710	-123.420	NW
2014-11-26 04:50:00	47.730	-123.500	NW
2014-11-26 04:37:30	47.530	-123.220	NW
2014-11-26 03:27:30	48.680	-124.130	VI
2014-11-26 03:17:30	48.620	-124.010	VI
2014-11-26 03:15:00	48.590	-124.050	VI
2014-11-26 03:12:30	47.790	-123.370	NW
2014-11-26 03:10:00	48.670	-124.050	VI
2014-11-26 03:10:00	47.790	-123.285	NW
2014-11-26 03:07:30	47.730	-123.360	NW
2014-11-26 03:02:30	48.730	-124.160	VI
2014-11-26 03:00:00	48.690	-124.160	VI
2014-11-26 02:57:30	48.700	-124.150	VI
2014-11-26 02:55:00	48.670	-124.030	VI
2014-11-26 02:52:30	48.630	-124.120	VI
2014-11-26 02:50:00	48.700	-124.130	VI
2014-11-26 02:47:30	48.690	-124.025	VI
2014-11-26 02:45:00	48.670	-124.130	VI
2014-11-26 02:42:30	48.695	-124.200	VI
2014-11-26 02:40:00	48.680	-124.190	VI
2014-11-26 02:37:30	48.700	-124.140	VI
2014-11-26 02:35:00	48.700	-124.060	VI
2014-11-26 02:30:00	48.700	-124.140	VI
2014-11-26 02:27:30	48.685	-124.040	VI
2014-11-26 02:27:30	47.760	-123.220	NW
2014-11-26 02:25:00	48.725	-124.080	VI
2014-11-26 02:22:30	48.630	-124.070	VI
2014-11-26 02:20:00	47.870	-123.230	NW
2014-11-26 02:15:00	47.700	-123.160	NW
2014-11-26 02:07:30	47.790	-123.500	NW
2014-11-26 01:17:30	47.600	-123.130	NW
2014-11-26 00:22:30	47.770	-122.960	NW
2014-11-26 00:20:00	47.740	-123.000	NW
2014-11-26 00:15:00	47.740	-123.200	NW
2014-11-26 00:10:00	47.730	-123.190	NW
2014-11-26 00:02:30	47.680	-123.200	NW
2014-11-25 23:47:30	47.740	-123.200	NW
2014-11-25 23:42:30	47.890	-123.410	NW
2014-11-25 23:12:30	47.610	-123.290	NW
2014-11-25 22:55:00	47.660	-123.250	NW
2014-11-25 22:52:30	47.825	-123.210	NW
2014-11-25 21:55:00	47.800	-123.580	NW
2014-11-25 21:05:00	47.660	-123.280	NW
2014-11-25 21:00:00	47.710	-123.210	NW
2014-11-25 20:57:30	47.590	-123.210	NW
2014-11-25 20:55:00	47.570	-123.160	NW
2014-11-25 20:52:30	47.720	-123.270	NW
2014-11-25 20:47:30	47.590	-123.240	NW
2014-11-25 20:20:00	47.870	-123.320	NW
2014-11-25 19:27:30	48.710	-124.500	VI
2014-11-25 18:20:00	48.590	-124.320	VI
2014-11-25 18:07:30	47.790	-123.220	NW
2014-11-25 17:17:30	48.690	-124.200	VI
2014-11-25 17:15:00	48.700	-124.070	VI
2014-11-25 17:10:00	48.000	-123.500	NW
2014-11-25 16:57:30	48.840	-124.570	VI
2014-11-25 16:15:00	48.610	-124.120	VI
